Date,Country/Region,Confirmed,Recovered,Deaths
3/28/20,Albania,197,31,10
3/29/20,Albania,212,33,10
3/30/20,Albania,223,44,11
3/31/20,Albania,243,52,15
4/1/20,Albania,259,67,15
4/2/20,Albania,277,76,16
4/3/20,Albania,304,89,17
4/4/20,Albania,333,99,20
4/5/20,Albania,361,104,20
4/6/20,Albania,377,116,21
4/7/20,Albania,383,131,22
4/8/20,Albania,400,154,22
4/9/20,Albania,409,165,23
4/10/20,Albania,416,182,23
4/11/20,Albania,433,197,23
4/12/20,Albania,446,217,23
4/13/20,Albania,467,232,23
4/14/20,Albania,475,248,24
4/15/20,Albania,494,251,25
4/16/20,Albania,518,277,26
4/17/20,Albania,539,283,26
4/18/20,Albania,548,302,26
1/22/20,Algeria,0,0,0
1/23/20,Algeria,0,0,0
1/24/20,Algeria,0,0,0
1/25/20,Algeria,0,0,0
1/26/20,Algeria,0,0,0
1/27/20,Algeria,0,0,0
1/28/20,Algeria,0,0,0
1/29/20,Algeria,0,0,0
1/30/20,Algeria,0,0,0
1/31/20,Algeria,0,0,0
2/1/20,Algeria,0,0,0
2/2/20,Algeria,0,0,0
2/3/20,Algeria,0,0,0
2/4/20,Algeria,0,0,0
2/5/20,Algeria,0,0,0
2/6/20,Algeria,0,0,0
2/7/20,Algeria,0,0,0
2/8/20,Algeria,0,0,0
2/9/20,Algeria,0,0,0
2/10/20,Algeria,0,0,0
2/11/20,Algeria,0,0,0
2/12/20,Algeria,0,0,0
2/13/20,Algeria,0,0,0
2/14/20,Algeria,0,0,0
2/15/20,Algeria,0,0,0
2/16/20,Algeria,0,0,0
2/17/20,Algeria,0,0,0
2/18/20,Algeria,0,0,0
2/19/20,Algeria,0,0,0
2/20/20,Algeria,0,0,0
2/21/20,Algeria,0,0,0
2/22/20,Algeria,0,0,0
2/23/20,Algeria,0,0,0
2/24/20,Algeria,0,0,0
2/25/20,Algeria,1,0,0
2/26/20,Algeria,1,0,0
2/27/20,Algeria,1,0,0
2/28/20,Algeria,1,0,0
2/29/20,Algeria,1,0,0
3/1/20,Algeria,1,0,0
3/2/20,Algeria,3,0,0
3/3/20,Algeria,5,0,0
3/4/20,Algeria,12,0,0
3/5/20,Algeria,12,0,0
3/6/20,Algeria,17,0,0
3/7/20,Algeria,17,0,0
3/8/20,Algeria,19,0,0
3/9/20,Algeria,20,0,0
3/10/20,Algeria,20,0,0
3/11/20,Algeria,20,0,0
3/12/20,Algeria,24,8,1
3/13/20,Algeria,26,8,2
3/14/20,Algeria,37,12,3
3/15/20,Algeria,48,12,4
3/16/20,Algeria,54,12,4
3/17/20,Algeria,60,12,4
3/18/20,Algeria,74,12,7
3/19/20,Algeria,87,32,9
3/20/20,Algeria,90,32,11
3/21/20,Algeria,139,32,15
3/22/20,Algeria,201,65,17
3/23/20,Algeria,230,65,17
3/24/20,Algeria,264,24,19
3/25/20,Algeria,302,65,21
3/26/20,Algeria,367,29,25
3/27/20,Algeria,409,29,26
3/28/20,Algeria,454,31,29
3/29/20,Algeria,511,31,31
3/30/20,Algeria,584,37,35
3/31/20,Algeria,716,46,44
4/1/20,Algeria,847,61,58
4/2/20,Algeria,986,61,86
4/3/20,Algeria,1171,62,105
4/4/20,Algeria,1251,90,130
4/5/20,Algeria,1320,90,152
4/6/20,Algeria,1423,90,173
4/7/20,Algeria,1468,113,193
4/8/20,Algeria,1572,237,205
4/9/20,Algeria,1666,347,235
4/10/20,Algeria,1761,405,256
4/11/20,Algeria,1825,460,275
4/12/20,Algeria,1914,591,293
4/13/20,Algeria,1983,601,313
4/14/20,Algeria,2070,691,326
4/15/20,Algeria,2160,708,336
4/16/20,Algeria,2268,783,348
4/17/20,Algeria,2418,846,364
4/18/20,Algeria,2534,894,367
1/22/20,Andorra,0,0,0
1/23/20,Andorra,0,0,0
1/24/20,Andorra,0,0,0
1/25/20,Andorra,0,0,0
1/26/20,Andorra,0,0,0
1/27/20,Andorra,0,0,0
1/28/20,Andorra,0,0,0
1/29/20,Andorra,0,0,0
1/30/20,Andorra,0,0,0
1/31/20,Andorra,0,0,0
2/1/20,Andorra,0,0,0
2/2/20,Andorra,0,0,0
2/3/20,Andorra,0,0,0
2/4/20,Andorra,0,0,0
2/5/20,Andorra,0,0,0
2/6/20,Andorra,0,0,0
2/7/20,Andorra,0,0,0
2/8/20,Andorra,0,0,0
2/9/20,Andorra,0,0,0
2/10/20,Andorra,0,0,0
2/11/20,Andorra,0,0,0
2/12/20,Andorra,0,0,0
2/13/20,Andorra,0,0,0
2/14/20,Andorra,0,0,0
2/15/20,Andorra,0,0,0
2/16/20,Andorra,0,0,0
2/17/20,Andorra,0,0,0
2/18/20,Andorra,0,0,0
2/19/20,Andorra,0,0,0
2/20/20,Andorra,0,0,0
2/21/20,Andorra,0,0,0
2/22/20,Andorra,0,0,0
2/23/20,Andorra,0,0,0
2/24/20,Andorra,0,0,0
2/25/20,Andorra,0,0,0
2/26/20,Andorra,0,0,0
2/27/20,Andorra,0,0,0
2/28/20,Andorra,0,0,0
2/29/20,Andorra,0,0,0
3/1/20,Andorra,0,0,0
3/2/20,Andorra,1,0,0
3/3/20,Andorra,1,0,0
3/4/20,Andorra,1,0,0
3/5/20,Andorra,1,0,0
3/6/20,Andorra,1,0,0
3/7/20,Andorra,1,0,0
3/8/20,Andorra,1,0,0
3/9/20,Andorra,1,0,0
3/10/20,Andorra,1,0,0
3/11/20,Andorra,1,0,0
3/12/20,Andorra,1,1,0
3/13/20,Andorra,1,0,0
3/14/20,Andorra,1,1,0
3/15/20,Andorra,1,1,0
3/16/20,Andorra,2,1,0
3/17/20,Andorra,39,1,0
3/18/20,Andorra,39,1,0
3/19/20,Andorra,53,1,0
3/20/20,Andorra,75,1,0
3/21/20,Andorra,88,1,0
3/22/20,Andorra,113,1,1
3/23/20,Andorra,133,1,1
3/24/20,Andorra,164,1,1
3/25/20,Andorra,188,1,1
3/26/20,Andorra,224,1,3
3/27/20,Andorra,267,1,3
3/28/20,Andorra,308,1,3
3/29/20,Andorra,334,1,6
3/30/20,Andorra,370,10,8
3/31/20,Andorra,376,10,12
4/1/20,Andorra,390,10,14
4/2/20,Andorra,428,10,15
4/3/20,Andorra,439,16,16
4/4/20,Andorra,466,21,17
4/5/20,Andorra,501,26,18
4/6/20,Andorra,525,31,21
4/7/20,Andorra,545,39,22
4/8/20,Andorra,564,52,23
4/9/20,Andorra,583,58,25
4/10/20,Andorra,601,71,26
4/11/20,Andorra,601,71,26
4/12/20,Andorra,638,128,29
4/13/20,Andorra,646,128,29
4/14/20,Andorra,659,128,31
4/15/20,Andorra,673,169,33
4/16/20,Andorra,673,169,33
4/17/20,Andorra,696,191,35
4/18/20,Andorra,704,205,35
1/22/20,Angola,0,0,0
1/23/20,Angola,0,0,0
1/24/20,Angola,0,0,0
1/25/20,Angola,0,0,0
1/26/20,Angola,0,0,0
1/27/20,Angola,0,0,0
1/28/20,Angola,0,0,0
1/29/20,Angola,0,0,0
1/30/20,Angola,0,0,0
1/31/20,Angola,0,0,0
2/1/20,Angola,0,0,0
2/2/20,Angola,0,0,0
2/3/20,Angola,0,0,0
2/4/20,Angola,0,0,0
2/5/20,Angola,0,0,0
2/6/20,Angola,0,0,0
2/7/20,Angola,0,0,0
2/8/20,Angola,0,0,0
2/9/20,Angola,0,0,0
2/10/20,Angola,0,0,0
2/11/20,Angola,0,0,0
2/12/20,Angola,0,0,0
2/13/20,Angola,0,0,0
2/14/20,Angola,0,0,0
2/15/20,Angola,0,0,0
2/16/20,Angola,0,0,0
2/17/20,Angola,0,0,0
2/18/20,Angola,0,0,0
2/19/20,Angola,0,0,0
2/20/20,Angola,0,0,0
2/21/20,Angola,0,0,0
2/22/20,Angola,0,0,0
2/23/20,Angola,0,0,0
2/24/20,Angola,0,0,0
2/25/20,Angola,0,0,0
2/26/20,Angola,0,0,0
2/27/20,Angola,0,0,0
2/28/20,Angola,0,0,0
2/29/20,Angola,0,0,0
3/1/20,Angola,0,0,0
3/2/20,Angola,0,0,0
3/3/20,Angola,0,0,0
3/4/20,Angola,0,0,0
3/5/20,Angola,0,0,0
3/6/20,Angola,0,0,0
3/7/20,Angola,0,0,0
3/8/20,Angola,0,0,0
3/9/20,Angola,0,0,0
3/10/20,Angola,0,0,0
3/11/20,Angola,0,0,0
3/12/20,Angola,0,0,0
3/13/20,Angola,0,0,0
3/14/20,Angola,0,0,0
3/15/20,Angola,0,0,0
3/16/20,Angola,0,0,0
3/17/20,Angola,0,0,0
3/18/20,Angola,0,0,0
3/19/20,Angola,0,0,0
3/20/20,Angola,1,0,0
3/21/20,Angola,2,0,0
3/22/20,Angola,2,0,0
3/23/20,Angola,3,0,0
3/24/20,Angola,3,0,0
3/25/20,Angola,3,0,0
3/26/20,Angola,4,0,0
3/27/20,Angola,4,0,0
3/28/20,Angola,5,0,0
3/29/20,Angola,7,0,2
3/30/20,Angola,7,0,2
3/31/20,Angola,7,1,2
4/1/20,Angola,8,1,2
4/2/20,Angola,8,1,2
4/3/20,Angola,8,1,2
4/4/20,Angola,10,2,2
4/5/20,Angola,14,2,2
4/6/20,Angola,16,2,2
4/7/20,Angola,17,2,2
4/8/20,Angola,19,2,2
4/9/20,Angola,19,2,2
4/10/20,Angola,19,2,2
4/11/20,Angola,19,4,2
4/12/20,Angola,19,4,2
4/13/20,Angola,19,4,2
4/14/20,Angola,19,5,2
4/15/20,Angola,19,5,2
4/16/20,Angola,19,5,2
4/17/20,Angola,19,5,2
4/18/20,Angola,24,6,2
1/22/20,Antigua and Barbuda,0,0,0
1/23/20,Antigua and Barbuda,0,0,0
1/24/20,Antigua and Barbuda,0,0,0
1/25/20,Antigua and Barbuda,0,0,0
1/26/20,Antigua and Barbuda,0,0,0
1/27/20,Antigua and Barbuda,0,0,0
1/28/20,Antigua and Barbuda,0,0,0
1/29/20,Antigua and Barbuda,0,0,0
1/30/20,Antigua and Barbuda,0,0,0
1/31/20,Antigua and Barbuda,0,0,0
2/1/20,Antigua and Barbuda,0,0,0
2/2/20,Antigua and Barbuda,0,0,0
2/3/20,Antigua and Barbuda,0,0,0
2/4/20,Antigua and Barbuda,0,0,0
2/5/20,Antigua and Barbuda,0,0,0
2/6/20,Antigua and Barbuda,0,0,0
2/7/20,Antigua and Barbuda,0,0,0
2/8/20,Antigua and Barbuda,0,0,0
2/9/20,Antigua and Barbuda,0,0,0
2/10/20,Antigua and Barbuda,0,0,0
2/11/20,Antigua and Barbuda,0,0,0
2/12/20,Antigua and Barbuda,0,0,0
2/13/20,Antigua and Barbuda,0,0,0
2/14/20,Antigua and Barbuda,0,0,0
2/15/20,Antigua and Barbuda,0,0,0
2/16/20,Antigua and Barbuda,0,0,0
2/17/20,Antigua and Barbuda,0,0,0
2/18/20,Antigua and Barbuda,0,0,0
2/19/20,Antigua and Barbuda,0,0,0
2/20/20,Antigua and Barbuda,0,0,0
2/21/20,Antigua and Barbuda,0,0,0
2/22/20,Antigua and Barbuda,0,0,0
2/23/20,Antigua and Barbuda,0,0,0
2/24/20,Antigua and Barbuda,0,0,0
2/25/20,Antigua and Barbuda,0,0,0
2/26/20,Antigua and Barbuda,0,0,0
2/27/20,Antigua and Barbuda,0,0,0
2/28/20,Antigua and Barbuda,0,0,0
2/29/20,Antigua and Barbuda,0,0,0
3/1/20,Antigua and Barbuda,0,0,0
3/2/20,Antigua and Barbuda,0,0,0
3/3/20,Antigua and Barbuda,0,0,0
3/4/20,Antigua and Barbuda,0,0,0
3/5/20,Antigua and Barbuda,0,0,0
3/6/20,Antigua and Barbuda,0,0,0
3/7/20,Antigua and Barbuda,0,0,0
3/8/20,Antigua and Barbuda,0,0,0
3/9/20,Antigua and Barbuda,0,0,0
3/10/20,Antigua and Barbuda,0,0,0
3/11/20,Antigua and Barbuda,0,0,0
3/12/20,Antigua and Barbuda,0,0,0
3/13/20,Antigua and Barbuda,1,0,0
3/14/20,Antigua and Barbuda,1,0,0
3/15/20,Antigua and Barbuda,1,0,0
3/16/20,Antigua and Barbuda,1,0,0
3/17/20,Antigua and Barbuda,1,0,0
3/18/20,Antigua and Barbuda,1,0,0
3/19/20,Antigua and Barbuda,1,0,0
3/20/20,Antigua and Barbuda,1,0,0
3/21/20,Antigua and Barbuda,1,0,0
3/22/20,Antigua and Barbuda,1,0,0
3/23/20,Antigua and Barbuda,3,0,0
3/24/20,Antigua and Barbuda,3,0,0
3/25/20,Antigua and Barbuda,3,0,0
3/26/20,Antigua and Barbuda,7,0,0
3/27/20,Antigua and Barbuda,7,0,0
3/28/20,Antigua and Barbuda,7,0,0
3/29/20,Antigua and Barbuda,7,0,0
3/30/20,Antigua and Barbuda,7,0,0
3/31/20,Antigua and Barbuda,7,0,0
4/1/20,Antigua and Barbuda,7,0,0
4/2/20,Antigua and Barbuda,9,0,0
4/3/20,Antigua and Barbuda,15,0,0
4/4/20,Antigua and Barbuda,15,0,0
4/5/20,Antigua and Barbuda,15,0,0
4/6/20,Antigua and Barbuda,15,0,0
4/7/20,Antigua and Barbuda,19,0,1
4/8/20,Antigua and Barbuda,19,0,2
4/9/20,Antigua and Barbuda,19,0,2
4/10/20,Antigua and Barbuda,19,0,2
4/11/20,Antigua and Barbuda,21,0,2
4/12/20,Antigua and Barbuda,21,0,2
4/13/20,Antigua and Barbuda,23,0,2
4/14/20,Antigua and Barbuda,23,3,2
4/15/20,Antigua and Barbuda,23,3,2
4/16/20,Antigua and Barbuda,23,3,3
4/17/20,Antigua and Barbuda,23,3,3
4/18/20,Antigua and Barbuda,23,3,3
1/22/20,Argentina,0,0,0
1/23/20,Argentina,0,0,0
1/24/20,Argentina,0,0,0
1/25/20,Argentina,0,0,0
1/26/20,Argentina,0,0,0
1/27/20,Argentina,0,0,0
1/28/20,Argentina,0,0,0
1/29/20,Argentina,0,0,0
1/30/20,Argentina,0,0,0
1/31/20,Argentina,0,0,0
2/1/20,Argentina,0,0,0
2/2/20,Argentina,0,0,0
2/3/20,Argentina,0,0,0
2/4/20,Argentina,0,0,0
2/5/20,Argentina,0,0,0
2/6/20,Argentina,0,0,0
2/7/20,Argentina,0,0,0
2/8/20,Argentina,0,0,0
2/9/20,Argentina,0,0,0
2/10/20,Argentina,0,0,0
2/11/20,Argentina,0,0,0
2/12/20,Argentina,0,0,0
2/13/20,Argentina,0,0,0
2/14/20,Argentina,0,0,0
2/15/20,Argentina,0,0,0
2/16/20,Argentina,0,0,0
2/17/20,Argentina,0,0,0
2/18/20,Argentina,0,0,0
2/19/20,Argentina,0,0,0
2/20/20,Argentina,0,0,0
2/21/20,Argentina,0,0,0
2/22/20,Argentina,0,0,0
2/23/20,Argentina,0,0,0
2/24/20,Argentina,0,0,0
2/25/20,Argentina,0,0,0
2/26/20,Argentina,0,0,0
2/27/20,Argentina,0,0,0
2/28/20,Argentina,0,0,0
2/29/20,Argentina,0,0,0
3/1/20,Argentina,0,0,0
3/2/20,Argentina,0,0,0
3/3/20,Argentina,1,0,0
3/4/20,Argentina,1,0,0
3/5/20,Argentina,1,0,0
3/6/20,Argentina,2,0,0
3/7/20,Argentina,8,0,0
3/8/20,Argentina,12,0,1
3/9/20,Argentina,12,0,1
3/10/20,Argentina,17,0,1
3/11/20,Argentina,19,0,1
3/12/20,Argentina,19,0,1
3/13/20,Argentina,31,0,2
3/14/20,Argentina,34,1,2
3/15/20,Argentina,45,1,2
3/16/20,Argentina,56,1,2
3/17/20,Argentina,68,3,2
3/18/20,Argentina,79,3,2
3/19/20,Argentina,97,3,3
3/20/20,Argentina,128,3,3
3/21/20,Argentina,158,3,4
3/22/20,Argentina,266,3,4
3/23/20,Argentina,301,3,4
3/24/20,Argentina,387,52,6
3/25/20,Argentina,387,52,8
3/26/20,Argentina,502,63,9
3/27/20,Argentina,589,72,13
3/28/20,Argentina,690,72,18
3/29/20,Argentina,745,72,19
3/30/20,Argentina,820,228,23
3/31/20,Argentina,1054,240,27
4/1/20,Argentina,1054,248,28
4/2/20,Argentina,1133,256,36
4/3/20,Argentina,1265,266,39
4/4/20,Argentina,1451,279,43
4/5/20,Argentina,1451,280,44
4/6/20,Argentina,1554,325,48
4/7/20,Argentina,1628,338,56
4/8/20,Argentina,1715,358,63
4/9/20,Argentina,1795,365,72
4/10/20,Argentina,1975,375,82
4/11/20,Argentina,1975,440,83
4/12/20,Argentina,2142,468,90
4/13/20,Argentina,2208,515,97
4/14/20,Argentina,2277,559,102
4/15/20,Argentina,2443,596,111
4/16/20,Argentina,2571,631,115
4/17/20,Argentina,2669,666,123
4/18/20,Argentina,2758,685,129
1/22/20,Armenia,0,0,0
1/23/20,Armenia,0,0,0
1/24/20,Armenia,0,0,0
1/25/20,Armenia,0,0,0
1/26/20,Armenia,0,0,0
1/27/20,Armenia,0,0,0
1/28/20,Armenia,0,0,0
1/29/20,Armenia,0,0,0
1/30/20,Armenia,0,0,0
1/31/20,Armenia,0,0,0
2/1/20,Armenia,0,0,0
2/2/20,Armenia,0,0,0
2/3/20,Armenia,0,0,0
2/4/20,Armenia,0,0,0
2/5/20,Armenia,0,0,0
2/6/20,Armenia,0,0,0
2/7/20,Armenia,0,0,0
2/8/20,Armenia,0,0,0
2/9/20,Armenia,0,0,0
2/10/20,Armenia,0,0,0
2/11/20,Armenia,0,0,0
2/12/20,Armenia,0,0,0
2/13/20,Armenia,0,0,0
2/14/20,Armenia,0,0,0
2/15/20,Armenia,0,0,0
2/16/20,Armenia,0,0,0
2/17/20,Armenia,0,0,0
2/18/20,Armenia,0,0,0
2/19/20,Armenia,0,0,0
2/20/20,Armenia,0,0,0
2/21/20,Armenia,0,0,0
2/22/20,Armenia,0,0,0
2/23/20,Armenia,0,0,0
2/24/20,Armenia,0,0,0
2/25/20,Armenia,0,0,0
2/26/20,Armenia,0,0,0
2/27/20,Armenia,0,0,0
2/28/20,Armenia,0,0,0
2/29/20,Armenia,0,0,0
3/1/20,Armenia,1,0,0
3/2/20,Armenia,1,0,0
3/3/20,Armenia,1,0,0
3/4/20,Armenia,1,0,0
3/5/20,Armenia,1,0,0
3/6/20,Armenia,1,0,0
3/7/20,Armenia,1,0,0
3/8/20,Armenia,1,0,0
3/9/20,Armenia,1,0,0
3/10/20,Armenia,1,0,0
3/11/20,Armenia,1,0,0
3/12/20,Armenia,4,0,0
3/13/20,Armenia,8,0,0
3/14/20,Armenia,18,0,0
3/15/20,Armenia,26,0,0
3/16/20,Armenia,52,0,0
3/17/20,Armenia,78,1,0
3/18/20,Armenia,84,1,0
3/19/20,Armenia,115,1,0
3/20/20,Armenia,136,1,0
3/21/20,Armenia,160,1,0
3/22/20,Armenia,194,2,0
3/23/20,Armenia,235,2,0
3/24/20,Armenia,249,14,0
3/25/20,Armenia,265,16,0
3/26/20,Armenia,290,18,1
3/27/20,Armenia,329,28,1
3/28/20,Armenia,407,30,1
3/29/20,Armenia,424,30,3
3/30/20,Armenia,482,30,3
3/31/20,Armenia,532,30,3
4/1/20,Armenia,571,31,4
4/2/20,Armenia,663,33,7
4/3/20,Armenia,736,43,7
4/4/20,Armenia,770,43,7
4/5/20,Armenia,822,57,7
4/6/20,Armenia,833,62,8
4/7/20,Armenia,853,87,8
4/8/20,Armenia,881,114,9
4/9/20,Armenia,921,138,10
4/10/20,Armenia,937,149,12
4/11/20,Armenia,967,173,13
4/12/20,Armenia,1013,197,13
4/13/20,Armenia,1039,211,14
4/14/20,Armenia,1067,265,16
4/15/20,Armenia,1111,297,17
4/16/20,Armenia,1159,358,18
4/17/20,Armenia,1201,402,19
4/18/20,Armenia,1248,523,20
1/22/20,Australia,0,0,0
1/23/20,Australia,0,0,0
1/24/20,Australia,0,0,0
1/25/20,Australia,0,0,0
1/26/20,Australia,0,0,0
1/27/20,Australia,0,0,0
1/28/20,Australia,0,0,0
1/29/20,Australia,0,0,0
1/30/20,Australia,0,0,0
1/31/20,Australia,0,0,0
2/1/20,Australia,0,0,0
2/2/20,Australia,0,0,0
2/3/20,Australia,0,0,0
2/4/20,Australia,0,0,0
2/5/20,Australia,0,0,0
2/6/20,Australia,0,0,0
2/7/20,Australia,0,0,0
2/8/20,Australia,0,0,0
2/9/20,Australia,0,0,0
2/10/20,Australia,0,0,0
2/11/20,Australia,0,0,0
2/12/20,Australia,0,0,0
2/13/20,Australia,0,0,0
2/14/20,Australia,0,0,0
2/15/20,Australia,0,0,0
2/16/20,Australia,0,0,0
2/17/20,Australia,0,0,0
2/18/20,Australia,0,0,0
2/19/20,Australia,0,0,0
2/20/20,Australia,0,0,0
2/21/20,Australia,0,0,0
2/22/20,Australia,0,0,0
2/23/20,Australia,0,0,0
2/24/20,Australia,0,0,0
2/25/20,Australia,0,0,0
2/26/20,Australia,0,0,0
2/27/20,Australia,0,0,0
2/28/20,Australia,0,0,0
2/29/20,Australia,0,0,0
3/1/20,Australia,0,0,0
3/2/20,Australia,0,0,0
3/3/20,Australia,0,0,0
3/4/20,Australia,0,0,0
3/5/20,Australia,0,0,0
3/6/20,Australia,0,0,0
3/7/20,Australia,0,0,0
3/8/20,Australia,0,0,0
3/9/20,Australia,0,0,0
3/10/20,Australia,0,0,0
3/11/20,Australia,0,0,0
3/12/20,Australia,0,0,0
3/13/20,Australia,1,0,0
3/14/20,Australia,1,0,0
3/15/20,Australia,1,0,0
3/16/20,Australia,2,0,0
3/17/20,Australia,2,0,0
3/18/20,Australia,3,0,0
3/19/20,Australia,4,0,0
3/20/20,Australia,6,0,0
3/21/20,Australia,9,0,0
3/22/20,Australia,19,0,0
3/23/20,Australia,32,0,0
3/24/20,Australia,39,0,0
3/25/20,Australia,39,0,0
3/26/20,Australia,53,1,0
3/27/20,Australia,62,1,0
3/28/20,Australia,71,2,0
3/29/20,Australia,77,2,0
3/30/20,Australia,78,2,1
3/31/20,Australia,80,3,1
4/1/20,Australia,84,8,1
4/2/20,Australia,87,11,1
4/3/20,Australia,91,18,1
4/4/20,Australia,93,18,2
4/5/20,Australia,96,28,2
4/6/20,Australia,96,40,2
4/7/20,Australia,96,40,2
4/8/20,Australia,99,40,2
4/9/20,Australia,100,47,2
4/10/20,Australia,103,59,2
4/11/20,Australia,103,59,2
4/12/20,Australia,103,59,2
4/13/20,Australia,102,59,2
4/14/20,Australia,103,72,2
4/15/20,Australia,103,72,3
4/16/20,Australia,103,82,3
4/17/20,Australia,103,81,3
4/18/20,Australia,103,88,3
